Ã¯Â»Â¿PlantID,PlantName,Latitude,Longitude,Capacity,ProductionVolume,ProductionEfficiency,MarketShare,SalesRevenue,ComplianceStatus,QAMetrics,DefectRate,ProductSpecification,researchProjects,CSscore,revenue,costOfProduction,ProfitMargin,CarbonEmmision,WasteDisposalMetrics, EnergyConsumption,Year,PlantID,ResearchProjects,EnergyConsumption
267.0,Greenholt Inc,-8.7817434,117.1147095,145.06,925.26,45.91,7.59,6801.6,False,6.0,95.0,B,16.0,5.0,234158.18,189296.03,19.15890788,5.6,46.91,81.84,2015.0,,,
268.0,"Ledner, Mueller and Ernser",36.1524763,49.2385339,282.47,414.19,51.7,92.59,1056.36,False,7.0,77.0,C,74.0,46.0,862656.43,316920.94,63.26220625,256.57,317.93,66.08,2001.0,,,
269.0,Daniel-Greenfelder,-32.8842032,-68.7998021,610.61,131.4,57.03,61.5,4964.03,True,9.0,77.0,F,22.0,33.0,294963.3,432524.35,-46.63666632,200.36,783.65,711.6,1906.0,,,
270.0,Hyatt-Bednar,29.272581,104.874073,89.05,949.9,87.17,72.21,144.4,True,4.0,78.0,F,21.0,37.0,985062.01,779324.14,20.88577855,809.85,977.98,935.24,1911.0,,,
271.0,"Thompson, Dickens and Herman",-26.4105245,-57.1154122,731.37,701.73,37.0,68.28,1029.69,False,10.0,0.0,C,50.0,2.0,130075.9,815891.33,-527.2425023,515.95,403.72,604.21,1944.0,,,
272.0,Gleason-Kiehn,-10.2168593,123.8020459,368.83,293.96,29.92,94.99,7292.1,True,5.0,54.0,A,67.0,65.0,879959.9,936921.48,-6.47320179,430.07,147.59,377.65,1962.0,,,
273.0,"Langworth, Schoen and Fahey",29.208918,119.460526,892.21,252.79,14.3,95.38,7911.16,False,6.0,21.0,F,58.0,90.0,899144.7,159118.56,82.30334228,414.8,891.49,871.89,1969.0,,,
274.0,Powlowski-Fritsch,9.97788,-84.762933,973.41,359.83,17.17,11.85,7845.84,True,1.0,68.0,D,15.0,43.0,422410.93,923290.62,-118.5764038,163.6,196.53,960.22,1928.0,,,
275.0,Murazik-Goyette,43.15,25.65,60.39,839.84,3.83,10.58,7058.91,True,10.0,20.0,C,27.0,18.0,858244.79,36740.0,95.71917005,522.97,660.53,162.55,1937.0,,,
276.0,Padberg LLC,51.655106,40.1312458,889.93,583.64,76.42,50.71,667.81,True,9.0,47.0,F,74.0,27.0,595723.18,498447.93,16.32893486,612.12,722.22,839.17,1920.0,,,
277.0,"Turcotte, Gusikowski and Dooley",50.6797247,14.6466542,963.63,153.45,20.01,96.52,844.86,True,9.0,51.0,F,79.0,51.0,313105.77,759647.84,-142.6170045,839.83,533.72,821.42,2021.0,,,
278.0,"Koss, O'Hara and Emard",9.834321,-84.3368699,228.36,332.69,25.98,21.58,7856.89,False,10.0,45.0,D,61.0,37.0,298151.69,46025.01,84.56322351,428.28,561.81,25.44,1914.0,,,
279.0,Champlin Group,43.6297603,0.5815411,43.84,47.04,56.12,1.03,2576.81,False,4.0,8.0,B,85.0,83.0,70599.19,773637.69,-995.8166659,751.39,793.55,598.74,1993.0,,,
280.0,"Thompson, Emmerich and Funk",-34.3042878,-57.2310521,770.31,526.31,97.23,1.46,9533.19,False,10.0,98.0,F,32.0,53.0,667751.88,728824.37,-9.145985482,495.99,66.97,329.62,1999.0,,,
281.0,Johnson-Torp,45.2415442,77.9726477,643.01,772.38,74.8,61.74,1591.49,False,5.0,23.0,B,69.0,79.0,612263.11,593443.95,3.073704702,921.58,790.83,794.82,1942.0,,,
282.0,"Tillman, Wolf and Mohr",-7.4141326,108.7185184,938.12,48.45,89.42,5.62,3264.65,True,5.0,59.0,B,68.0,37.0,805984.87,616680.71,23.48730938,26.61,489.39,451.93,1937.0,,,
283.0,"Tillman, Quigley and Hudson",55.597144,37.0361031,298.07,610.82,31.64,56.29,7919.18,False,7.0,22.0,F,83.0,66.0,251599.74,161528.7,35.79933747,494.5,732.67,104.74,1948.0,,,
284.0,Zemlak Inc,42.0817502,-76.854799,608.51,530.24,30.73,68.19,4161.01,True,8.0,61.0,A,23.0,0.0,423764.8,438791.04,-3.545891495,532.03,215.77,92.7,1924.0,,,
285.0,"Bode, Funk and Pollich",-37.9973752,-57.5825246,333.65,547.3,78.52,86.3,6990.88,False,9.0,15.0,F,12.0,53.0,200827.17,947741.89,-371.9191581,967.37,612.95,421.36,1906.0,,,
286.0,Lueilwitz Inc,30.741991,121.341969,413.86,327.58,63.65,32.45,481.87,True,8.0,10.0,A,47.0,35.0,741890.55,921142.32,-24.16148447,43.96,407.92,972.82,2021.0,,,
287.0,Roberts Inc,21.2648137,104.6427499,342.41,940.24,27.72,79.56,2488.74,True,0.0,25.0,F,70.0,57.0,447267.25,433125.94,3.161713718,820.67,870.78,321.57,1922.0,,,
288.0,Gottlieb Inc,9.5109216,123.1331939,144.24,576.77,66.57,0.43,4401.91,True,0.0,98.0,C,37.0,21.0,948966.13,836927.56,11.80638238,943.86,14.62,975.59,1912.0,,,
289.0,Torp-Gottlieb,44.9856696,19.2988999,14.45,24.8,71.26,75.62,127.32,False,7.0,94.0,D,67.0,98.0,426035.77,960530.73,-125.4577661,637.99,107.86,580.86,2016.0,,,
290.0,Nienow-Harris,-22.548794,-45.7750681,255.5,903.75,7.54,76.05,1075.58,False,10.0,29.0,C,66.0,85.0,533973.0,904724.83,-69.43269229,311.77,761.54,392.16,2001.0,,,
291.0,Hartmann-Jerde,34.9822925,134.9774188,153.01,145.33,4.27,20.91,6278.02,False,1.0,31.0,F,15.0,29.0,586666.09,347569.06,40.75521563,565.63,20.85,120.02,1917.0,,,
292.0,Beatty LLC,34.6886731,44.9580161,284.82,692.81,57.71,24.9,2073.57,True,0.0,36.0,D,8.0,27.0,744671.25,457223.24,38.60065902,549.89,547.48,564.01,1947.0,,,
293.0,Weber and Sons,-6.2624908,106.1713267,181.6,450.2,23.07,37.18,1662.91,True,7.0,100.0,D,35.0,24.0,376352.73,958313.38,-154.6317068,900.21,355.43,955.92,1919.0,,,
294.0,Conroy-Schiller,19.199386,110.545513,366.08,273.76,54.75,61.56,3843.7,False,1.0,2.0,B,98.0,59.0,975193.39,560156.34,42.55946095,73.81,254.13,257.54,2020.0,,,
295.0,Reichert Inc,22.279062,114.174463,349.48,672.19,52.28,30.84,7494.12,True,7.0,77.0,A,61.0,98.0,357864.66,656856.15,-83.54876114,162.51,611.47,669.76,2008.0,,,
296.0,Hamill-Bayer,-19.3298294,47.6849007,709.44,482.16,26.91,14.03,6369.54,False,5.0,45.0,F,99.0,58.0,709355.92,282363.23,60.19442116,578.52,580.65,46.44,2018.0,,,
297.0,Hilll LLC,33.308897,87.768212,785.98,287.51,73.62,24.56,617.18,True,7.0,72.0,C,89.0,42.0,282606.19,745212.57,-163.6929396,193.35,858.96,371.65,1966.0,,,
298.0,Lang-Heathcote,-8.0402,111.6023,363.87,699.23,8.22,68.74,3969.11,True,9.0,29.0,C,16.0,91.0,310273.71,537919.23,-73.36925839,931.19,756.75,939.61,1971.0,,,
299.0,Cassin-Orn,40.2295229,-8.5664387,609.67,985.68,14.71,15.49,9996.42,False,8.0,42.0,C,9.0,77.0,847900.5,68818.64,91.88364201,658.31,750.12,679.32,1952.0,,,
300.0,Greenholt Inc,51.0184963,18.0515704,733.76,794.05,14.88,7.3,7250.64,False,6.0,58.0,F,78.0,76.0,585542.63,370414.5,36.73996033,101.94,189.23,429.03,1996.0,,,
301.0,Nikolaus-Bogan,-23.2218772,-44.7235076,712.27,290.03,22.87,42.69,1834.85,False,2.0,25.0,C,12.0,22.0,447631.21,42280.8,90.55454601,582.72,147.34,261.51,1983.0,,,
302.0,Torp and Sons,33.9596334,-118.3286614,900.63,259.37,72.11,18.21,5772.3,True,9.0,33.0,C,32.0,89.0,941235.58,474742.46,49.56178133,482.62,386.56,750.09,2010.0,,,
303.0,Romaguera-Boyer,41.4066243,-73.4077076,504.33,56.68,17.58,80.03,3953.51,True,4.0,0.0,F,52.0,39.0,381525.43,174891.43,54.15995469,882.06,570.93,901.75,1964.0,,,
304.0,"Emmerich, Walsh and Harber",54.0058465,17.7763729,75.57,275.4,43.15,63.86,9930.95,True,6.0,30.0,D,25.0,87.0,593444.79,627771.1,-5.784246585,240.11,662.6,752.11,1989.0,,,
305.0,"Rosenbaum, Wintheiser and Larkin",7.6949299,18.6264694,244.92,816.52,20.13,33.82,9693.17,True,10.0,28.0,B,2.0,10.0,288605.21,968241.45,-235.4899414,681.75,847.08,991.12,1904.0,,,
306.0,Champlin and Sons,5.0308931,25.1325897,165.83,261.3,57.74,8.93,1727.82,True,9.0,52.0,C,57.0,86.0,545948.82,741879.96,-35.8881882,475.59,432.98,887.35,1939.0,,,
307.0,Wilkinson-Greenholt,36.02866,70.77258,278.54,881.93,91.75,14.88,7382.67,False,9.0,80.0,D,5.0,91.0,368190.98,618339.07,-67.93976593,442.37,908.71,222.01,1979.0,,,
308.0,Muller and Sons,53.6179245,109.6396262,158.58,692.96,51.97,92.37,5304.64,False,1.0,21.0,A,52.0,48.0,873115.41,166550.74,80.92454467,220.81,349.97,389.61,1951.0,,,
309.0,Raynor-Crooks,22.720974,114.246899,372.09,331.58,83.25,30.62,5371.62,True,0.0,96.0,B,23.0,54.0,614990.57,529594.5,13.88575275,212.1,51.31,626.78,1961.0,,,
310.0,Waelchi and Sons,24.2233588,23.3005731,781.66,424.91,12.07,16.86,916.4,False,1.0,56.0,B,36.0,8.0,325695.08,656564.21,-101.5886178,70.14,486.2,947.7,1916.0,,,
311.0,"Walter, Lowe and Prosacco",39.3297421,-8.3745717,996.87,730.23,70.47,46.01,2732.48,True,5.0,38.0,B,6.0,25.0,588976.88,668867.34,-13.56427777,381.83,599.55,324.66,2004.0,,,
312.0,Stamm-McDermott,23.020673,113.751799,966.45,721.89,69.2,54.68,4358.36,True,1.0,43.0,D,5.0,91.0,689296.36,260537.88,62.20234211,756.33,734.47,34.01,1935.0,,,
313.0,Heidenreich Group,52.3982331,13.2448535,285.51,199.02,78.55,82.88,3210.35,True,1.0,61.0,C,94.0,13.0,286905.16,629422.44,-119.3834506,145.18,391.54,256.69,1957.0,,,
314.0,Windler-Kuvalis,-18.9105687,47.8081645,301.15,992.38,18.03,88.04,8795.62,False,6.0,88.0,A,40.0,14.0,851348.84,272894.73,67.94560383,560.43,261.14,761.65,2010.0,,,
315.0,Pfeffer and Sons,26.982106,117.980053,270.31,841.01,47.62,75.67,1677.18,True,7.0,20.0,F,92.0,76.0,305665.55,784353.71,-156.6052046,651.32,702.57,626.61,1956.0,,,
316.0,Ferry Group,-7.6645385,111.3158022,36.69,381.24,26.33,56.42,1103.17,False,9.0,47.0,D,95.0,94.0,890304.52,736574.76,17.26709868,355.62,962.41,910.5,1982.0,,,
317.0,"Swaniawski, Monahan and Heidenreich",25.570888,111.945844,4.62,895.76,87.85,54.2,2430.09,False,6.0,100.0,C,68.0,43.0,640491.86,674609.38,-5.326768712,557.0,954.58,0.38,1939.0,,,
318.0,"Halvorson, Gerlach and Ledner",40.0966354,116.6409433,242.43,490.49,87.96,9.08,8557.71,True,2.0,4.0,C,76.0,30.0,998132.24,117755.14,88.20245101,947.72,808.87,645.46,1974.0,,,
319.0,Ebert and Sons,50.728686,15.4452326,931.77,649.55,43.38,6.91,3056.08,False,6.0,81.0,B,41.0,60.0,359626.22,83719.05,76.72053779,708.85,550.36,140.55,2019.0,,,
320.0,Kemmer Inc,15.4293836,120.6527078,216.06,868.09,84.23,0.59,2062.39,True,1.0,30.0,A,81.0,63.0,612303.09,61113.21,90.01912435,283.2,857.89,399.24,2019.0,,,
321.0,"McGlynn, Russel and DuBuque",26.893368,112.572018,305.12,386.23,15.54,96.04,9087.5,False,5.0,79.0,F,45.0,18.0,988682.49,793783.22,19.71302941,679.99,62.93,256.88,2017.0,,,
322.0,Murphy and Sons,29.4315861,106.912251,53.37,112.14,61.91,67.39,2114.88,False,1.0,20.0,A,83.0,10.0,171277.72,262677.75,-53.36364239,128.13,340.4,569.95,1963.0,,,
323.0,"Funk, Bahringer and Stokes",44.772989,127.5932189,430.73,235.31,68.32,79.62,8715.95,False,5.0,58.0,A,99.0,74.0,583944.93,348662.7,40.29185252,65.44,488.78,207.45,1929.0,,,
324.0,"Johnston, Kirlin and Nolan",27.756339,112.555087,394.24,685.31,27.59,59.55,1306.59,False,1.0,82.0,C,38.0,99.0,119203.84,94111.75,21.04973296,542.99,673.02,863.7,1981.0,,,
325.0,Lehner-Macejkovic,48.7381259,2.3536083,544.46,344.76,7.75,78.12,6281.31,True,1.0,37.0,A,32.0,73.0,787763.9,531082.57,32.5835355,940.38,73.1,128.5,2007.0,,,
326.0,Schuppe-Parker,48.9873647,15.9899272,60.35,135.16,15.64,49.31,9861.69,True,7.0,72.0,A,66.0,57.0,958572.68,249991.0,73.92049604,440.85,185.54,871.48,1997.0,,,
327.0,"Jacobson, Wintheiser and Kuhlman",34.9136229,98.2113524,832.21,990.8,76.03,29.96,4073.15,True,9.0,63.0,A,2.0,38.0,745441.82,879621.49,-18.0000191,27.49,367.51,413.51,1956.0,,,
328.0,Howell-Mayert,27.1574303,117.3011656,54.41,173.83,18.7,47.08,3827.31,False,3.0,72.0,B,47.0,4.0,161589.79,74440.16,53.93263399,26.82,789.63,519.73,2021.0,,,
329.0,Ondricka and Sons,31.247275,121.456178,976.8,173.84,86.0,52.02,8374.87,True,6.0,95.0,B,48.0,12.0,23819.12,26564.36,-11.52536282,1.41,397.28,888.81,2018.0,,,
330.0,Sawayn LLC,8.37083,124.55944,699.96,728.22,11.27,95.61,3185.83,False,3.0,27.0,A,31.0,34.0,544010.17,361078.44,33.62652761,16.83,264.82,30.79,1964.0,,,
331.0,Ernser-Lemke,31.4299792,120.096494,187.16,972.23,2.03,65.3,424.65,True,5.0,78.0,F,48.0,28.0,783351.18,803684.36,-2.595665969,558.82,582.61,557.28,1959.0,,,
332.0,"Gislason, Gleason and Stracke",43.4259712,77.0216405,691.82,233.6,53.9,30.19,3950.13,False,8.0,78.0,A,49.0,68.0,524185.67,904278.93,-72.51118864,174.31,845.42,375.23,1960.0,,,
333.0,"Towne, Zemlak and Lesch",-0.7069135,31.5370003,85.11,215.83,45.05,65.54,1655.89,False,10.0,79.0,C,66.0,1.0,604360.57,248016.18,58.96221688,255.04,258.69,222.26,2021.0,,,
334.0,"Gorczany, Swift and McDermott",-8.1512742,112.7420274,386.78,314.49,56.38,59.68,6843.16,False,7.0,65.0,F,37.0,56.0,791204.0,529903.22,33.02571524,83.56,669.4,847.03,1973.0,,,
335.0,"Turcotte, Renner and Zboncak",25.423994,119.038321,467.3,408.45,6.91,80.32,5497.55,True,10.0,3.0,B,71.0,31.0,696395.8,408458.4,41.34680307,159.3,299.28,178.64,1947.0,,,
336.0,"MacGyver, Sanford and Hills",48.1463491,23.0302123,906.46,891.23,21.1,88.59,7791.9,True,2.0,54.0,F,85.0,7.0,255634.88,233915.25,8.496348386,322.86,448.85,604.53,1992.0,,,
337.0,"Osinski, Towne and Schuster",15.933333,44.066667,205.19,426.09,13.36,87.99,6523.0,False,2.0,35.0,C,44.0,63.0,652453.78,883547.06,-35.41910356,215.58,169.09,241.67,2001.0,,,
338.0,"Rowe, Connelly and Ankunding",-16.5030766,-68.1346594,836.63,766.4,27.71,27.12,5769.11,True,1.0,71.0,F,71.0,99.0,169213.1,926827.73,-447.7281192,719.6,683.59,8.67,1984.0,,,
339.0,Windler-Windler,41.28802,112.627673,180.06,299.71,60.04,29.93,1954.34,True,10.0,89.0,A,10.0,93.0,957312.27,487532.43,49.07279001,555.07,225.27,914.76,1956.0,,,
340.0,"Brekke, Conn and Buckridge",43.598763,93.016624,344.33,336.46,1.81,72.72,7015.05,True,8.0,61.0,D,83.0,51.0,305718.21,860733.13,-181.5446061,903.6,698.2,496.78,1929.0,,,
341.0,Homenick and Sons,34.15599,64.78566,50.35,198.36,91.52,2.82,9980.37,True,4.0,40.0,A,73.0,12.0,948941.58,662014.66,30.23652099,76.85,339.2,664.3,2008.0,,,
342.0,Olson Group,32.916287,117.389719,673.09,410.98,46.31,39.45,5461.74,False,2.0,87.0,A,55.0,65.0,795092.39,124406.26,84.35323221,266.03,508.43,9.22,2015.0,,,
343.0,Parisian-Monahan,8.0093062,-62.4015536,962.33,891.87,56.23,5.62,8040.25,False,10.0,40.0,F,7.0,82.0,93727.83,663509.59,-607.9109695,992.32,379.74,475.61,2013.0,,,
344.0,Reliance Industries,-7.7926564,113.3123627,234.0,824.34,33.59,98.14,5957.93,True,10.0,48.0,D,11.0,4.0,756272.06,288910.73,61.79804263,528.23,436.77,686.47,1967.0,,,
345.0,Reliance Industries,-15.5030873,-73.4797036,198.02,338.99,94.59,40.69,3173.42,True,2.0,22.0,B,100.0,53.0,746176.15,20126.0,97.30278166,938.98,388.86,528.38,1970.0,,,
346.0,Reliance Industries,33.5449468,131.4194175,187.37,910.33,0.62,68.66,5415.69,False,2.0,66.0,F,71.0,38.0,401766.97,831327.83,-106.9179131,855.63,268.17,894.13,1963.0,,,
347.0,Hindustan Petroleum,13.1353074,10.0499523,836.77,188.58,69.15,12.98,70.63,True,7.0,42.0,D,58.0,40.0,997292.36,637272.19,36.09976216,841.68,246.57,827.85,2001.0,,,
348.0,Indian Oil Corporation,49.7917105,18.3442739,687.18,683.56,80.9,26.78,9926.66,False,2.0,95.0,C,85.0,88.0,436689.59,359431.88,17.6916766,491.96,467.87,315.31,1964.0,,,
349.0,GAIL (India) Limited,-10.2168593,123.8020459,132.32,138.03,78.14,93.82,5482.43,False,1.0,28.0,A,40.0,10.0,164809.55,689152.03,-318.1505441,115.77,430.78,845.29,1946.0,,,
350.0,Reliance Industries,49.5094313,16.7705984,402.76,270.34,87.43,42.82,5345.16,False,9.0,66.0,C,57.0,58.0,472288.22,657018.56,-39.11389956,243.68,834.15,981.11,1910.0,,,
351.0,Reliance Industries,-8.1714502,114.2806558,661.56,510.68,32.5,40.83,9744.72,False,4.0,67.0,C,2.0,89.0,201440.35,294762.3,-46.3273371,253.87,436.87,109.98,1906.0,,,
352.0,GAIL (India) Limited,32.116246,120.436781,624.6,289.88,17.68,67.7,719.48,False,4.0,98.0,F,69.0,31.0,717458.52,840822.42,-17.19456896,968.37,643.44,71.9,1931.0,,,
353.0,GAIL (India) Limited,49.794097,12.5783985,80.94,810.38,97.41,43.48,2333.36,True,6.0,11.0,F,4.0,70.0,874395.01,187740.97,78.52904376,261.98,473.16,270.26,1990.0,,,
354.0,Reliance Industries,46.2144039,15.1585599,984.22,85.28,71.5,55.1,2102.52,False,0.0,29.0,F,59.0,87.0,47548.35,766196.71,-1511.405464,948.81,246.31,302.2,2018.0,,,
355.0,Hindustan Petroleum,-6.9774659,110.5806783,410.32,846.31,32.95,32.54,8867.94,False,4.0,71.0,C,31.0,63.0,33649.97,895421.78,-2560.988346,72.78,268.85,822.42,1906.0,,,
356.0,Indian Oil Corporation,14.818398,120.4854364,539.9,599.78,69.82,79.49,5249.36,True,10.0,68.0,A,0.0,86.0,142089.84,978839.92,-588.8880444,217.48,595.4,569.06,2016.0,,,
357.0,Hindustan Petroleum,-7.3055182,110.4947314,385.64,956.79,72.36,47.56,1165.15,True,10.0,68.0,F,15.0,12.0,778548.16,620068.53,20.35579019,254.27,515.18,104.47,1937.0,,,
358.0,Bharat Petroleum,-7.9613539,138.7995122,977.4,730.9,52.42,71.4,5722.56,False,7.0,95.0,D,42.0,66.0,122188.4,324607.73,-165.6616586,39.73,849.14,556.2,1940.0,,,
359.0,Bharat Petroleum,22.720595,113.829667,605.76,406.43,82.43,40.25,9451.43,False,3.0,27.0,B,58.0,29.0,577986.2,226775.03,60.76462898,781.85,950.13,441.39,1926.0,,,
360.0,Reliance Industries,28.5099229,81.1085744,233.8,232.44,35.28,55.27,4532.73,False,8.0,90.0,D,68.0,74.0,535519.62,315743.46,41.03979608,325.06,900.92,400.55,1979.0,,,
361.0,Indian Oil Corporation,35.6963947,139.6800321,755.74,22.31,63.16,51.18,805.84,False,0.0,67.0,C,48.0,43.0,390451.0,868710.61,-122.4890217,803.99,397.18,636.12,1991.0,,,
362.0,Bharat Petroleum,-32.9444147,-62.2288223,118.59,444.8,34.98,80.09,7742.09,False,2.0,25.0,F,39.0,50.0,148741.1,168568.73,-13.33029674,163.47,468.12,53.33,1917.0,,,
363.0,Bharat Petroleum,-29.7549941,-51.150283,523.65,990.15,48.74,31.01,8273.44,True,2.0,20.0,B,62.0,23.0,900337.75,332465.76,63.0732178,803.58,111.08,746.2,1921.0,,,
364.0,Bharat Petroleum,12.2651512,-85.0778886,927.85,699.17,18.19,95.56,22.03,True,0.0,19.0,B,71.0,75.0,495048.84,119591.9,75.84240375,707.9,649.78,187.31,2018.0,,,
365.0,GAIL (India) Limited,-8.8954,121.1482,607.96,761.52,22.03,96.85,9726.13,False,4.0,44.0,A,82.0,84.0,368592.42,149245.82,59.50925415,752.87,971.17,58.58,1906.0,,,
366.0,Indian Oil Corporation,43.4945737,5.8978018,902.79,999.05,33.69,16.39,1317.14,True,0.0,31.0,F,49.0,51.0,611479.97,494843.31,19.07448579,505.73,934.33,994.92,1954.0,,,
367.0,Reliance Industries,46.6488132,16.1355432,912.77,495.02,60.4,64.92,9052.48,False,10.0,88.0,A,45.0,82.0,337972.91,731017.76,-116.2947794,497.51,582.13,736.27,1980.0,,,
368.0,Bharat Petroleum,30.3537023,31.2020516,523.81,932.21,92.48,42.98,2182.03,False,10.0,52.0,F,18.0,19.0,937549.98,416274.75,55.59972707,585.14,784.47,128.56,1974.0,,,
369.0,Hindustan Petroleum,-21.1451492,-49.0000898,123.32,186.51,16.33,25.06,3369.39,False,5.0,86.0,F,22.0,92.0,940753.55,943676.95,-0.310750887,552.1,656.82,977.36,2020.0,,,
370.0,Bharat Petroleum,37.073667,80.188986,813.79,503.16,27.45,62.59,8174.2,True,4.0,58.0,A,91.0,90.0,91340.79,848791.3,-829.2576734,997.39,757.09,543.21,1948.0,,,
371.0,Reliance Industries,35.532662,104.52848,129.2,654.09,98.44,22.85,1418.7,False,0.0,88.0,A,92.0,8.0,601115.29,192068.57,68.04796464,850.34,52.71,412.44,1951.0,,,
372.0,Reliance Industries,-7.5273,110.336609,969.87,692.64,23.54,14.27,1089.66,False,9.0,75.0,F,96.0,64.0,260013.71,577139.97,-121.9652071,337.88,434.88,615.86,1995.0,,,
373.0,Hindustan Petroleum,-11.18917,-76.95139,83.71,839.07,68.34,83.17,5156.36,False,5.0,51.0,C,88.0,36.0,115850.18,931039.53,-703.6582507,996.3,178.93,532.86,2004.0,,,
374.0,Hindustan Petroleum,9.364014,123.2468727,203.76,872.76,76.75,47.58,8392.52,True,7.0,93.0,C,67.0,45.0,926126.22,149285.53,83.88064966,40.11,677.81,955.3,1920.0,,,
375.0,Bharat Petroleum,-24.0416026,-52.3693218,500.42,293.88,86.85,63.78,9461.56,False,9.0,38.0,A,47.0,89.0,935237.1,557992.71,40.33676487,511.51,365.92,307.38,1989.0,,,
376.0,Hindustan Petroleum,26.085391,119.583599,383.56,624.23,0.68,58.12,4276.27,True,2.0,48.0,A,97.0,4.0,223220.83,1830.56,99.17993316,457.71,30.26,138.85,2011.0,,,
377.0,Reliance Industries,53.9888675,22.7829094,741.05,175.89,25.18,44.67,9634.33,True,0.0,0.0,F,22.0,19.0,833640.12,345407.06,58.56640633,292.11,781.8,351.21,2004.0,,,
378.0,Bharat Petroleum,71.96347,114.09199,142.81,698.57,21.74,16.49,9832.25,True,2.0,61.0,A,63.0,42.0,57904.94,356238.17,-515.2120527,477.52,412.02,725.27,1945.0,,,
379.0,Reliance Industries,-21.4261129,-45.9481612,633.15,525.24,38.57,50.42,5369.03,True,3.0,60.0,C,4.0,45.0,379233.01,808492.78,-113.1915626,171.67,693.94,794.36,1930.0,,,
380.0,Hindustan Petroleum,10.7578263,106.7012968,587.85,517.02,74.33,37.82,3780.39,True,2.0,88.0,C,93.0,63.0,734445.48,588829.98,19.8265908,556.51,792.62,441.34,2008.0,,,
381.0,Reliance Industries,-8.2717886,123.1119371,401.56,99.01,24.11,43.28,6474.42,False,6.0,11.0,F,54.0,19.0,754016.13,381569.65,49.39502819,442.19,411.24,332.16,1980.0,,,
382.0,Indian Oil Corporation,45.2957261,18.6218398,610.93,750.86,69.25,56.34,6430.52,True,8.0,78.0,F,76.0,71.0,801378.46,621722.46,22.41837146,61.95,302.56,580.93,1940.0,,,
383.0,Bharat Petroleum,31.219568,118.268101,509.07,509.49,0.73,83.54,1190.38,True,0.0,29.0,C,77.0,81.0,824814.96,952293.29,-15.45538529,740.55,414.75,336.69,1954.0,,,
384.0,Bharat Petroleum,54.1858234,32.6467726,798.34,206.89,72.79,41.03,6270.67,False,4.0,65.0,C,11.0,87.0,25462.28,863800.58,-3292.471452,884.34,915.36,852.19,1947.0,,,
385.0,Indian Oil Corporation,53.4053396,22.8055555,523.08,83.3,48.03,99.4,4280.05,False,9.0,79.0,D,2.0,57.0,654180.33,558335.58,14.65112074,510.52,689.35,469.03,1989.0,,,
386.0,Indian Oil Corporation,59.2669111,17.8885705,389.73,27.33,63.44,78.15,4580.04,True,8.0,59.0,B,9.0,11.0,658152.99,769664.19,-16.94305149,829.58,129.04,403.96,1952.0,,,
387.0,Indian Oil Corporation,31.058765,121.315718,670.39,171.25,57.42,45.39,9197.53,True,3.0,50.0,B,92.0,22.0,95303.1,354531.13,-272.0037753,251.68,739.69,808.57,1914.0,,,
388.0,Hindustan Petroleum,40.7702563,47.0496015,38.38,825.96,54.88,83.86,5464.18,True,1.0,86.0,C,52.0,61.0,300754.71,679314.95,-125.8700953,943.29,621.84,836.37,1951.0,,,
389.0,Indian Oil Corporation,38.8807023,-77.1086041,944.7,110.03,69.87,99.06,7393.99,True,2.0,34.0,A,51.0,62.0,602242.82,739525.76,-22.79528048,131.66,719.98,965.03,1910.0,,,
390.0,Hindustan Petroleum,15.590487,120.6380367,222.48,181.03,46.82,56.61,8584.64,True,1.0,83.0,A,89.0,60.0,836144.71,295901.52,64.61120707,127.68,527.26,936.2,1935.0,,,
391.0,Hindustan Petroleum,45.5641261,5.9680907,371.41,790.65,59.51,29.86,6115.93,False,7.0,97.0,C,24.0,16.0,251073.16,31676.75,87.38345827,856.42,132.19,399.6,2021.0,,,
392.0,Hindustan Petroleum,-7.811056,108.438797,754.56,811.68,1.77,21.8,2208.41,False,0.0,23.0,D,72.0,80.0,379293.01,176927.06,53.35346148,269.96,290.46,969.93,1970.0,,,
393.0,Reliance Industries,28.600129,112.206895,298.22,964.99,90.58,85.17,6233.84,False,3.0,0.0,B,8.0,27.0,780139.2,438010.79,43.85479027,396.34,411.22,579.7,1998.0,,,
394.0,Hindustan Petroleum,-26.3448416,28.3622933,88.4,87.09,7.09,19.29,3811.99,True,4.0,68.0,D,82.0,39.0,844069.3,215732.05,74.44142916,101.24,531.01,405.63,1963.0,,,
395.0,Indian Oil Corporation,58.3736347,12.3272689,472.15,634.44,21.49,64.38,3408.7,False,7.0,66.0,C,81.0,76.0,222240.19,720047.54,-223.9951964,919.44,542.53,161.55,1978.0,,,
396.0,Bharat Petroleum,20.6482704,-75.9289046,774.16,229.39,1.96,97.12,8956.36,True,7.0,69.0,C,91.0,19.0,630664.3,907344.62,-43.87125131,216.49,146.41,553.18,1931.0,,,
397.0,GAIL (India) Limited,-28.7840394,-51.6077771,54.65,854.95,85.25,26.03,3713.72,True,3.0,89.0,D,97.0,93.0,464052.49,274485.5,40.85033355,60.69,495.32,493.63,2009.0,,,
398.0,Indian Oil Corporation,-38.0752295,-57.5554058,773.49,837.32,66.12,85.02,6767.56,False,7.0,50.0,A,51.0,16.0,518446.42,466829.54,9.956068363,233.49,111.73,413.27,1902.0,,,
